SHOPP ID,Supplementary Activity
18797,Worker Safety - Safe Access
18797,Do Not Include
18797,Do Not Include
18797,Do Not Include
18807,Guard Rail 
18807,Worker Safety - Safe Access
18807,Worker Safety - Miscellaneous Paving/Treatment
18807,Worker Safety - Miscellaneous Paving/Treatment
18807,Worker Safety - Miscellaneous Paving/Treatment
18807,Worker Safety - Vegetation Control
18807,Do Not Include
18807,Do Not Include
18807,Do Not Include
18811,Planting 
18811,Do Not Include
18811,Do Not Include
18811,Do Not Include
18814,Do Not Include
18814,Do Not Include
18814,Total Maximum Daily Load Mitigation  
18814,Do Not Include
18814,Do Not Include
18914,Worker Safety - Safe Access
18914,Do Not Include
18914,Do Not Include
18914,Do Not Include
19000,Asphalt Pavement Minor Rehab 
19000,Replace or Rehabilitate Culvert
19000,Replace or Rehabilitate Culvert
19000,New Culvert
19000,Crash Cushions 
19000,Guard Rail 
19000,Signing 
19000,Safety Treatment to Reduce Collisions
19000,Census Station 
19000,Closed-Circuit Television 
19000,Roadside Weather Information Station 
19000,Worker Safety - Miscellaneous Paving/Treatment
19000,Worker Safety - Miscellaneous Paving/Treatment
19000,Worker Safety - Vegetation Control
19000,Do Not Include
19000,Do Not Include
19000,Do Not Include
19002,Bridge Rehabilitation 
19002,Bridge Rehabilitation 
19002,Do Not Include
19002,Do Not Include
19002,Asphalt Pavement Minor Rehab 
19002,Replace or Rehabilitate Culvert
19002,Replace or Rehabilitate Culvert
19002,Guard Rail 
19002,Safety Treatment to Reduce Collisions
19002,Rehabilitate or Install New Lighting
19002,Overhead Sign Structures Rehabilitation 
19002,Sign Panel Replacement
19002,Worker Safety - Miscellaneous Paving/Treatment
19002,Do Not Include
19003,Asphalt Pavement Minor Rehab
19003,Replace or Rehabilitate Culvert
19003,Replace or Rehabilitate Culvert
19003,Guard Rail 
19003,Sign Panel Replacement
19003,Do Not Include
19003,Do Not Include
19003,Do Not Include
19020,Asphalt Pavement Minor Rehab
19020,Extend Merging/Acceleration Lane 
19020,Sign Panel Replacement
19020,Changeable Message Sign 
19020,Closed-Circuit Television 
19020,Vehicle Detection 
19020,Intersection Improvements 
19020,New Sidewalk 
19020,Repair Existing Sidewalk 
19020,Repair/Upgrade or New Curb Ramp
19020,Repair/upgrade or new curb ramp
19020,Install Accessible Pedestrian Signal 
19020,Upgrade/New detectable warning surface 
19020,Daily Vehicle Hours of Delay (DVHD) Reduced 
19020,Highway Advisory Radio 
19020,Do Not Include
19020,Class II Bike Lane 
19020,Bike Lane Gap Closure 
19020,Conflict Zone Green Paint 
19020,Enhanced Crosswalk Visibility 
19020,Do Not Include
19020,Do Not Include
19020,Do Not Include
19026,Asphalt Pavement Minor Rehab 
19026,Replace or Rehabilitate Culvert
19026,Replace or Rehabilitate Culvert
19026,Rehabilitate or Install New Lighting
19026,Sign Panel Replacement
19026,Census Station 
19026,Closed-Circuit Television 
19026,Vehicle Detection 
19026,Do Not Include
19027,Asphalt Pavement Minor Rehab 
19027,Asphalt Pavement Minor Rehab 
19027,Replace or Rehabilitate Culvert
19027,Replace or Rehabilitate Culvert
19027,Replace or Rehabilitate Pump Plants 
19027,Rehabilitate or Install New Lighting
19027,Sign Panel Replacement
19027,Traffic Signals 
19027,Do Not Include
19038,Bridge Preservation 
19038,Bridge Replacement/New Construction 
19038,Bridge Replacement/New Construction 
19038,Bridge Replacement/New Construction 
19038,Bridge Replacement/New Construction 
19038,Bridge Replacement/New Construction 
19038,Bridge Rail 
19038,Fish Passage Remediation 
19038,Do Not Include
19038,Asphalt Pavement Minor Rehab
19038,Replace or Rehabilitate Culvert
19038,Replace or Rehabilitate Culvert
19038,Guard Rail 
19038,Safety Treatment to Reduce Collisions
19038,Rehabilitate or Install New Lighting
19038,Overhead Sign Structures Rehabilitation 
19038,Sign Panel Replacement
19038,Do Not Include
19038,Do Not Include
19038,Do Not Include
19220,Asphalt Pavement Minor Rehab 
19220,Replace or Rehabilitate Culvert
19220,Replace or Rehabilitate Culvert
19220,Rehabilitate or Install New Lighting
19220,Overhead Sign Structures Rehabilitation 
19220,Sign Panel Replacement
19220,Do Not Include
19222,Commercial Vehicle Enforcement Station Improvements 
19222,Do Not Include
19222,Do Not Include
19222,Install Electric Vehicle Charging Station 
19222,Do Not Include
19821,Repair Existing Sidewalk 
19821,Repair/Upgrade or New Curb Ramp
19821,Repair/upgrade or new curb ramp
19821,Install Accessible Pedestrian Signal 
19821,Modify Driveway 
19821,Upgrade/New Detectable Warning Surface 
19821,Do Not Include
19821,Do Not Include
19821,Do Not Include
19821,Do Not Include
20773,Daily Vehicle Hours of Delay (DVHD) Reduced 
20773,Do Not Include
20773,Do Not Include
20805,Asphalt Pavement Major Rehab
20805,Guard Rail 
20805,Safety Treatment to Reduce Collisions
20957,Daily Vehicle Hours of Delay (DVHD) Reduced 
20957,Do Not Include
20957,Do Not Include
20957,Do Not Include
20972,Traffic Signals 
20972,Safety Improvements
20972,New Sidewalk 
20972,Repair/upgrade or new curb ramp
20972,Do Not Include
20972,Crossing Islands 
20972,Enhanced Crosswalk Visibility 
20972,Do Not Include
20972,Do Not Include
20981,Replace or Rehabilitate Culvert
20981,Replace or Rehabilitate Culvert
20981,Miscellaneous Drainage Work
20981,Miscellaneous Drainage Work
20981,Replace or Rehabilitate Culvert
20981,Replace or Rehabilitate Culvert
20981,Miscellaneous Drainage Work
20981,Miscellaneous Drainage Work
21061,Bridge Rail 
21061,Bridge Rehabilitation 
21061,Bridge Rehabilitation 
21061,Bridge Rehabilitation 
21061,Bridge Rehabilitation 
21061,Do Not Include
21061,Do Not Include
21249,Replace or Rehabilitate Culvert
21249,Replace or Rehabilitate Culvert
21249,Miscellaneous Drainage Work
21249,Replace or Rehabilitate Culvert
21249,Replace or Rehabilitate Culvert
21249,Miscellaneous Drainage Work
21249,Miscellaneous Drainage Work
21300,Bridge Replacement/New Construction 
21300,Bridge Replacement/New Construction 
21300,Bridge Replacement/New Construction 
21300,Bridge Replacement/New Construction 
21300,Bridge Replacement/New Construction 
21300,Bridge Rail 
21300,Fish Passage Remediation 
21300,Do Not Include
21300,Do Not Include
21300,Do Not Include
21300,Do Not Include
21402,Flashing Beacons 
21402,Rehabilitate or Install New Lighting
21402,Pedestrian Crossings 
21402,Traffic Signals 
21402,Safety Improvements
21402,Do Not Include
21402,Do Not Include
21402,Do Not Include
21502,Flashing Beacons 
21502,Rehabilitate or Install New Lighting
21502,Pedestrian Crossings 
21502,Roundabouts 
21502,Safety Improvements
21502,Do Not Include
21502,Do Not Include
21502,Do Not Include
21524,Asphalt Pavement Minor Rehab 
21524,Replace or Rehabilitate Culvert
21524,Replace or Rehabilitate Culvert
21562,Roundabouts 
21562,Safety Improvements
21562,Do Not Include
21562,Do Not Include
21562,Do Not Include
21646,Planting 
21646,Do Not Include
21690,Enhanced Pavement Surface Friction 
21690,Safety Improvements
21690,Do Not Include
21690,Do Not Include
21690,Total Maximum Daily Load Mitigation  
21690,Do Not Include
21690,Enhanced Pavement Surface Friction 
21690,Safety Improvements
21690,Enhanced Pavement Surface Friction 
21690,Safety Improvements
21690,Enhanced Pavement Surface Friction 
21690,Safety Improvements
21690,Enhanced Pavement Surface Friction 
21690,Safety Improvements
21691,Roundabouts 
21691,Safety Improvements
21691,Do Not Include
21691,Do Not Include
21691,Do Not Include
21692,Guard Rail 
21692,Traffic Signals 
21692,Safety Improvements
21692,Class II Bike Lane 
21692,Do Not Include
21692,Do Not Include
21692,Do Not Include
21903,Weigh-in-Motion System 
21903,Do Not Include
21903,Do Not Include
21903,Do Not Include
21903,Do Not Include
21909,Census Station 
21909,Highway Advisory Radio 
21909,Closed-Circuit Television 
21909,Vehicle Detection 
21909,Extinguishable Message Sign 
21909,Traffic Signals 
21909,Highway Advisory Radio 
21909,Census Station 
21909,Traffic Signals 
21909,Highway Advisory Radio 
21909,Closed-Circuit Television 
21909,Extinguishable Message Sign 
21909,Highway Advisory Radio 
21909,Traffic Signals 
21909,Highway Advisory Radio 
21909,Highway Advisory Radio 
21909,Traffic Signals 
21912,Asphalt Pavement Minor Rehab 
21912,Census Station 
21912,Closed-Circuit Television 
21912,Roadside Weather Information Station 
21913,Asphalt Pavement Minor Rehab 
21913,Do Not Include
21913,Do Not Include
21913,Do Not Include
21933,Replace or Rehabilitate Culvert
21933,Replace or Rehabilitate Culvert
21933,Replace or Rehabilitate Culvert
21933,Replace or Rehabilitate Culvert
21933,Miscellaneous Drainage Work
21933,Miscellaneous Drainage Work
21933,Do Not Include
21933,Do Not Include
21933,Do Not Include
21934,Replace or Rehabilitate Culvert
21934,Replace or Rehabilitate Culvert
21937,Planting 
21937,Worker Safety - Safe Access
21937,Worker Safety - Safe Access
21937,Do Not Include
21937,Do Not Include
21942,Do Not Include
21942,Trash Reduction  
21942,Do Not Include
21957,Median Barrier 
21957,Safety Improvements
21957,Do Not Include
21957,Do Not Include
21958,Median Barrier 
21958,Safety Improvements
21958,Do Not Include
21958,Do Not Include
21959,Median Barrier 
21959,Safety Improvements
21959,Do Not Include
21959,Do Not Include
21959,Do Not Include
21978,Closed-Circuit Television 
21978,Vehicle Detection 
21978,Traffic Signals 
21978,Roadside Weather Information Station 
21978,Do Not Include
21978,Traffic Signals 
21978,Roadside Weather Information Station 
21978,Do Not Include
21978,Closed-Circuit Television 
21978,Traffic Signals 
21978,Roadside Weather Information Station 
21978,Do Not Include
21979,Closed-Circuit Television 
21979,Roadside Weather Information Station 
21979,Closed-Circuit Television 
21979,Traffic Signals 
21979,Traffic Signals 
21979,Roadside Weather Information Station 
22107,Traffic Signals 
22107,Do Not Include
22107,Do Not Include
22107,Do Not Include
22107,Do Not Include
22107,Traffic Signals 
22109,Traffic Signals 
22109,Traffic Signals 
22109,Traffic Signals 
22110,Traffic Signals 
22110,Traffic Signals 
22110,Traffic Signals 
22112,Do Not Include
22112,Do Not Include
22112,Do Not Include
22112,Census Station 
22112,Closed-Circuit Television 
22112,Vehicle Detection 
22176,Bridge Rail 
22176,Bridge Rehabilitation 
22176,Bridge Rehabilitation 
22176,Bridge Rehabilitation 
22176,Bridge Rehabilitation 
22176,Bridge Rehabilitation 
22176,Fish Passage Remediation 
22176,Do Not Include
22176,Do Not Include
22176,Do Not Include
22177,Bridge Rail 
22177,Bridge Rehabilitation 
22177,Bridge Rehabilitation 
22177,Bridge Rehabilitation 
22177,Bridge Rehabilitation 
22177,Bridge Rehabilitation 
22177,Fish Passage Remediation 
22177,Do Not Include
22177,Do Not Include
22177,Do Not Include
22191,Do Not Include
22191,Do Not Include
22191,Do Not Include
22191,Do Not Include
22193,Roundabouts 
22193,Safety Improvements
22193,Do Not Include
22193,Do Not Include
22194,Do Not Include
22194,Do Not Include
22194,Permanent Restoration 
22250,Left-Turn Channelization 
22250,Safety Improvements
22250,Do Not Include
22250,Do Not Include
22323,Asphalt Pavement Minor Rehab 
22323,Replace or Rehabilitate Culvert
22323,Replace or Rehabilitate Culvert
22323,Replace or Rehabilitate Culvert
22323,Replace or Rehabilitate Culvert
22323,Miscellaneous Drainage Work
22323,Miscellaneous Drainage Work
22353,Asphalt Pavement Minor Rehab 
22370,Asphalt Pavement Minor Rehab 
22370,Census Station 
22370,Extinguishable Message Sign 
22370,Traffic Signals 
22370,Highway Advisory Radio 
22370,Do Not Include
22376,Safety Improvements
22376,Do Not Include
22376,Miscellaneous Complete Streets Work
22510,Bridge Rehabilitation 
22510,Bridge Rehabilitation 
22510,Do Not Include
22510,Do Not Include
22524,Replace or Rehabilitate Culvert
22524,Replace or Rehabilitate Culvert
22524,Emergency Opening 
22525,Emergency Opening 
22526,Miscellaneous Major Work
9141,Bridge Replacement/New Construction 
9141,Bridge Replacement/New Construction 
9141,Bridge Replacement/New Construction 
9141,Bridge Replacement/New Construction 
9141,Bridge Replacement/New Construction 
9141,Bridge Rail 
9141,Do Not Include
9141,Do Not Include
9141,Asphalt Pavement Major Rehab
9141,Replace or Rehabilitate Culvert
9141,Replace or Rehabilitate Culvert
9141,Crash Cushions 
9141,Guard Rail 
9141,Census Station 
9141,Fiber Optics (Communications)
9141,Vehicle Detection 
9141,Roadside Weather Information Station 
9220,Bridge Replacement/New Construction 
9220,Bridge Replacement/New Construction 
9220,Bridge Replacement/New Construction 
9220,Bridge Replacement/New Construction 
9220,Bridge Rail 
9220,Do Not Include
9220,Do Not Include
9220,Guard Rail 
9221,Bridge Rail 
9221,Bridge Rehabilitation 
9221,Bridge Rehabilitation 
9221,Do Not Include
9221,Do Not Include
9221,Guard Rail 
9247,Bridge Rail 
9247,Bridge Widening 
9247,Do Not Include
9247,Do Not Include
9247,Guard Rail 
9258,Bridge Replacement/New Construction 
9258,Bridge Replacement/New Construction 
9258,Bridge Replacement/New Construction 
9258,Bridge Replacement/New Construction 
9258,Bridge Replacement/New Construction 
9258,Bridge Rail 
9258,Bridge Approach Slabs 
9258,Do Not Include
9258,Do Not Include
9259,Bridge Rehabilitation 
9259,Bridge Rehabilitation 
9259,Do Not Include
9259,Do Not Include
9259,Bridge Rehabilitation 
9259,Bridge Rehabilitation 
9259,Do Not Include
9259,Do Not Include
9292,Replace or Rehabilitate Culvert
9292,Replace or Rehabilitate Culvert
9292,Replace or Rehabilitate Culvert
9292,Replace or Rehabilitate Culvert
9301,Worker Safety - Safe Access
9301,Worker Safety - Barriers
9301,Worker Safety - Miscellaneous Paving/Treatment
9301,Worker Safety - Vegetation Control
9301,Worker Safety - Miscellaneous Facilities and Equipment 
9301,Do Not Include
9301,Total Maximum Daily Load Mitigation  
9312,Fiber Optics (Communications)
9312,Vehicle Detection 
11321,Water & Wastewater Treatment  at Safety Roadside Rest Area 
11365,Asphalt Pavement Minor Rehab 
11365,Replace or Rehabilitate Culvert
11365,Replace or Rehabilitate Culvert
11365,Rehabilitate or Install New Lighting
11365,Sign Panel Replacement
11365,Repair/upgrade or new curb ramp
11365,Do Not Include
11365,Worker Safety - Safe Access
11365,Worker Safety - Miscellaneous Paving/Treatment
11365,Worker Safety - Vegetation Control
13124,Bridge Rehabilitation 
13124,Bridge Rehabilitation 
13124,Do Not Include
13124,Do Not Include
13289,Bridge Rail 
13289,Bridge Rehabilitation 
13289,Bridge Rehabilitation 
13289,Bridge Approach Slabs 
13289,Do Not Include
13289,Do Not Include
13289,Guard Rail 
13289,Vehicle Detection 
13289,Roadside Weather Information Station 
13289,Class I Bike Paths 
13289,Do Not Include
13289,Retaining Wall
13311,Bridge Replacement/New Construction 
13311,Bridge Replacement/New Construction 
13311,Bridge Replacement/New Construction 
13311,Bridge Replacement/New Construction 
13311,Bridge Rail 
13311,Bridge Approach Slabs 
13311,Do Not Include
13311,Do Not Include
13311,Replace or Rehabilitate Culvert
13311,Replace or Rehabilitate Culvert
13311,Miscellaneous Drainage Work
